,chainId,dexId,baseToken,baseTokenAddress,quoteToken,quoteTokenAddress,pairAddress,liquidity,priceNative,priceUsd
525,fantom,beethovenx,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,BUSD,0xC931f61B1534EB21D8c11B24f3f5Ab2471d4aB50,0x9368872291fcc35095fa5ea7c5b1179cf717749f0001000000000000000005ef-0x74b23882a30290451A17c44f4F05243b6b58C76d-0xC931f61B1534EB21D8c11B24f3f5Ab2471d4aB50,"{""usd"":75803,""base"":19.91,""quote"":50609}",0.0,0.0
526,fantom,beethovenx,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0xcc331c12f23a22dd253f97b2b0f501577827496e0001000000000000000005f0-0x04068DA6C83AFCFA0e13ba15A6696662335D5B75-0x049d68029688eAbF473097a2fC38ef61633A3C7A,"{""usd"":498939,""base"":299737,""quote"":199614}",0.9993,0.9993
527,fantom,beethovenx,AAVE,0x6a07A792ab2965C72a5B8088d3a069A7aC3a993B,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0xdf02adb3cd587da89af29e58de70b840e49490250001000000000000000005b8-0x6a07A792ab2965C72a5B8088d3a069A7aC3a993B-0x74b23882a30290451A17c44f4F05243b6b58C76d,"{""usd"":113160,""base"":711.8,""quote"":56.97}",0.05227,85.61
528,optimism,kyberswap,USDT,0x94b008aA00579c1307B0EF2c499aD98a8ce58e58,DAI,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,0x64CFb034B5F0366329Df47BF110FA1409278f3b4,"{""usd"":114034.79428229458,""base"":142043,""quote"":57017}",1.0001,1.0
529,optimism,beethovenx,WETH,0x4200000000000000000000000000000000000006,USDC,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x39965c9dab5448482cf7e002f583c812ceb53046000100000000000000000003-0x4200000000000000000000000000000000000006-0x7F5c764cBc14f9669B88837ca1490cCa17c31607,"{""usd"":51759,""base"":27.71,""quote"":17262}",1619.0817,1619.08
530,avalanche,kyberswap,KNC,0x39fC9e94Caeacb435842FADeDeCB783589F50f5f,LINK.e,0x5947BB275c521040051D82396192181b413227A3,0x6Fd1e887499950032D9Ec503287eAc3402be3819,"{""usd"":81966,""base"":123297,""quote"":3914}",0.131,0.9088
531,fantom,wigoswap,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,fUSDT,0x049d68029688eAbF473097a2fC38ef61633A3C7A,0x219eF2d8DaD28a72dA297E79ed6a990F65307a4C,"{""usd"":141639.84758,""base"":70925,""quote"":70820}",0.999,0.999
532,fantom,spookyswap,LIQR,0x33333ee26a7d02e41c33828B42Fb1E0889143477,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x6ab8F048E193A1649430D6dd7d9a3Ceb935E7F3c,"{""usd"":111523.18215976114,""base"":296166332,""quote"":258600}",0.0005447,0.000305
533,fantom,beethovenx,OATH,0x21Ada0D2aC28C3A5Fa3cD2eE30882dA8812279B6,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0xbe210e4eb8e6e5d9fdb66df0ebdcec12726c55740002000000000000000005a7-0x21Ada0D2aC28C3A5Fa3cD2eE30882dA8812279B6-0x74b23882a30290451A17c44f4F05243b6b58C76d,"{""usd"":206739,""base"":1994898,""quote"":33.07}",7.354e-05,0.1198
534,fantom,beethovenx,SOL,0x44F7237df00E386af8e79B817D05ED9f6FE0f296,AVAX,0x511D35c52a3C244E7b8bd92c0C297755FbD89212,0x65411827ef78f08f6559acf91de3a4f5a26d785c0001000000000000000004c6-0x44F7237df00E386af8e79B817D05ED9f6FE0f296-0x511D35c52a3C244E7b8bd92c0C297755FbD89212,"{""usd"":86154,""base"":3271,""quote"":3741}",0.0,0.0
535,fantom,beethovenx,CRV,0x1E4F97b9f9F913c46F1632781732927B9019C68b,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0xdf02adb3cd587da89af29e58de70b840e49490250001000000000000000005b8-0x1E4F97b9f9F913c46F1632781732927B9019C68b-0x74b23882a30290451A17c44f4F05243b6b58C76d,"{""usd"":102436,""base"":59056,""quote"":56.71}",0.0006432,1.03
536,aurora,polaris,WBTC,0xF4eB217Ba2454613b15dBdea6e5f22276410e89e,USDC.e,0xB12BFcA5A55806AaF64E99521918A4bf0fC40802,0xb3a04902b78fbe61185b766866193630db4db8a300020000000000000000000d-0xB12BFcA5A55806AaF64E99521918A4bf0fC40802-0xF4eB217Ba2454613b15dBdea6e5f22276410e89e,"{""usd"":114016,""base"":3.411,""quote"":57008}",22946.2694,22946.26
537,moonriver,huckleberry,BTC.m,0x78F811A431D248c1EDcF6d95ec8551879B2897C3,WMOVR,0x98878B06940aE243284CA214f92Bb71a2b032B8A,0x3fAF6e9Bf107199dB347B146F80A68CBD0B598B2,"{""usd"":73774,""base"":2.171,""quote"":5827}",2580.7212,23055.66
538,dogechain,quickswap,DOGIRA,0xF480f38C366dAaC4305dC484b2Ad7a496FF00CeA,WWDOGE,0xB7ddC6414bf4F5515b52D8BdD69973Ae205ff101,0xCcE4BAa8e36141fea5CFf847f0f81FcF55b178eF,"{""usd"":75369,""base"":57028576,""quote"":527176}",0.01084,0.001065
539,heco,mdex,XYTZ,0x577528657C6cBB6904bC1FB2A98525155615a3bf,USDD,0x59e036Bba64347a64977EdE0092646F970994F79,0x9032DC384A4e2E6b82469e851370A37c6e6F9BB4,"{""usd"":1046668.2534294595,""base"":1684974,""quote"":475130}",0.271,0.3035
540,gnosischain,honeyswap,DAI,0x44fA8E6f47987339850636F88629646662444217,WXDAI,0xe91D153E0b41518A2Ce8Dd3D7944Fa863463a97d,0x0f2D04DEBe312CDdc308BF15E597D7bB9060E6df,"{""usd"":73727,""base"":36557,""quote"":36926}",1.0173,1.02
541,smartbch,benswap,bbBUSD,0xbb1Fcb08961d7fc7ab58dC608A0448aa30E66269,WBCH,0x3743eC0673453E5009310C727Ba4eaF7b3a1cc04,0xf9efb594f6D7644961A6126895242c0CE3341F10,"{""usd"":50671.16161166008,""base"":24956,""quote"":249.61}",0.00752,1.01
542,boba,oolongswap,AVAX,0xfA9343C3897324496A05fC75abeD6bAC29f8A40f,WETH,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,0x0e971c131BBb7347016fB24FC4B3F93f894f3E61,"{""usd"":86684,""base"":3688,""quote"":34.06}",0.01222,19.86
543,elastos,glidefinance,bnbBUSD,0x9f1d0Ed4E041C503BD487E5dc9FC935Ab57F9a57,ethUSDC,0xA06be0F5950781cE28D965E5EFc6996e88a8C141,0x9ad2439CaE9440427f3dFF53A11A57A5a7211152,"{""usd"":130871.157082,""base"":64597,""quote"":65436}",1.0093,1.0
544,elastos,glidefinance,ETH,0x802c3e839E4fDb10aF583E3E759239ec7703501e,WELA,0x517E9e5d46C1EA8aB6f78677d6114Ef47F71f6c4,0xa86883c2405f4557D2242Df47b220C54d0D611e4,"{""usd"":84157.14512162741,""base"":33.8,""quote"":51152}",1055.7138,1592.93
545,optimism,beethovenx,OP,0x4200000000000000000000000000000000000042,WETH,0x4200000000000000000000000000000000000006,0x39965c9dab5448482cf7e002f583c812ceb53046000100000000000000000003-0x4200000000000000000000000000000000000006-0x4200000000000000000000000000000000000042,"{""usd"":69192,""base"":33916,""quote"":27.72}",0.00176,2.86
546,bsc,pancakeswap,DDF,0xBAe9DC9231aCD7F06C64d298f347338313352CBD,USDT,0x55d398326f99059fF775485246999027B3197955,0x4A75F0CCb321Ca99cAe8Acd8dB17dD14dFD2585d,"{""usd"":279296.4514565584,""base"":675.91,""quote"":139648}",323.4108,323.41
547,bsc,swych,TITANO,0x4e3cABD3AD77420FF9031d19899594041C420aeE,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x072856bC98e65ECaf8cA6412567e894617cC62c2,"{""usd"":1763440.1179725835,""base"":36201974550,""quote"":3443.02}",5.209e-08,1.693e-05
548,avalanche,sushiswap,USDC.e,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,0xc82c535Ac8a665b8a2c1A414A8bb0A3Cc7923c77,"{""usd"":60531,""base"":30286,""quote"":30266}",1.0015,1.0
549,fantom,spookyswap,TOR,0x74E23dF9110Aa9eA0b6ff2fAEE01e740CA1c642e,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x41d88635029c4402BF9914782aE55c412f8F2142,"{""usd"":1347776.0271266717,""base"":673227,""quote"":3107390}",1.7782,1.0
550,ethereum,sushiswap,SPELL,0x090185f2135308BaD17527004364eBcC2D37e5F6,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xb5De0C3753b6E1B4dBA616Db82767F17513E6d4E,"{""usd"":1033339,""base"":963031617,""quote"":413.6}",5.036e-07,0.0008184
551,ethereum,uniswap,THE,0x0cbA60Ca5eF4D42f92A5070A8fEDD13BE93E2861,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xf29450019834D7874b4e306275C4334326aC27f1,"{""usd"":54283,""base"":15194157,""quote"":21.7}",1.473e-06,0.002409
552,bsc,pancakeswap,SHIBDAO,0x91370fe743Ab6bA66a7eBe4fD1F4f0E0574c7210,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x24D3253e2aD9890c174dBB6a4685398B8B92EB40,"{""usd"":125332.52599077033,""base"":69973180115824,""quote"":244.71}",1.901e-12,6.209e-10
553,bsc,pancakeswap,METO,0xa78775bba7a542F291e5ef7f13C6204E704A90Ba,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x6d913b377472d5f807dEc138CdDf7f3A32B4408F,"{""usd"":92347.07794020964,""base"":31830777,""quote"":46174}",0.001598,0.001598
554,avalanche,traderjoe,STG,0x2F6F07CDcf3588944Bf4C42aC74ff24bF56e7590,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,0x330f77BdA60D8daB14d2bb4F6248251443722009,"{""usd"":1285506,""base"":1839796,""quote"":642753}",0.7365,0.7365
555,osmosis,osmosis,LUNC,ibc/0EF15DF2F02480ADE0BB6E85D9EBB5DAEA2836D3860E9F97F9AADE4F57A31AA0,OSMO,uosmo,800,"{""usd"":107739,""base"":376609205,""quote"":75902}",0.0,0.0
556,fantom,spookyswap,beFTM,0x7381eD41F6dE418DdE5e84B55590422a57917886,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xB5512e3fA8304d33Cdae4a40C21F1d3f70Eba45a,"{""usd"":496758.72733632626,""base"":1286890,""quote"":1145498}",0.7697,0.4318
557,moonbeam,beamswap,POOP,0xFFfffFFecB45aFD30a637967995394Cc88C0c194,WGLMR,0xAcc15dC74880C9944775448304B263D191c6077F,0xa049a6260921B5ee3183cFB943133d36d7FdB668,"{""usd"":161203,""base"":2067267,""quote"":253810}",0.08928,0.04092
558,ethereum,uniswap,BUSD,0x4Fabb145d64652a948d72533023f6E7A623C7C53,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5E35C4Eba72470Ee1177dcB14dDdf4d9e6D915f4,"{""usd"":5570492,""base"":1890193,""quote"":3680346}",1.0001,1.0
559,bsc,apeswap,ADA,0x3EE2200Efb3400fAbB9AacF31297cBdD1d435D47,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x40d4543887E4170A1A40Cd8dB15A6b297c812Cb1,"{""usd"":255292.47002010248,""base"":470576,""quote"":498.59}",0.001204,0.3921
560,bsc,pancakeswap,VNT,0x2f053e33bd590830858161d42C67e9E8A9390019,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xC6E9cB325a71189362a607041EEa503Ac1b9Fcfb,"{""usd"":240360.03913641255,""base"":50214121,""quote"":120180}",0.001506,0.001506
561,polygon,apeswap,BNB,0xA649325Aa7C5093d12D6F98EB4378deAe68CE23F,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x0359001070cF696D5993E0697335157a6f7dB289,"{""usd"":396412.1433696997,""base"":774.82,""quote"":255531}",270.6981,324.56
562,polygon,balancer,TEL,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x2dbc9ab0160087ae59474fb7bed95b9e808fa6bc0001000000000000000003db-0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174-0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,"{""usd"":239677,""base"":82693520,""quote"":79892}",0.002534,0.002534
563,osmosis,osmosis,SWTH,ibc/8FEFAE6AECF6E2A255585617F781F35A8D5709A545A804482A261C0C9548A9D3,OSMO,uosmo,651,"{""usd"":51493,""base"":4062321,""quote"":36275}",0.008457,0.008543
564,iotex,mimo,WIOTX,0xA00744882684C3e4747faEFD68D283eA44099D03,ioUSDT,0x6fbCdc1169B5130C59E72E51Ed68A84841C98cd1,0xe82b7054471D3f5cc825C50350Da3bCa64f7Be4E,"{""usd"":507729,""base"":11634095,""quote"":253865}",0.03197,0.03197
565,hashbit,hashbitpad,BUSD,0x1Be080A35ec92Bd5a8A8891972632ed148B34871,WHBIT,0x87599C8AE56bCF5115c3074151fC33719ef3c74E,0x6c5B4fD70A6270BAFAf8B4e9ea9Fb4e39183e0C4,"{""usd"":57551,""base"":38553,""quote"":1401100295}",26709.691,1.22
566,ethereum,balancer,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,COMP,0xc00e94Cb662C3520282E6f5717214004A7f26888,0x344818b9b4cfec947fe8ccbea65b3605585c2c71000100000000000000000404-0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599-0xc00e94Cb662C3520282E6f5717214004A7f26888,"{""usd"":342651,""base"":13.42,""quote"":3379}",437.8879,23110.95
567,ethereum,balancer,BAL,0xba100000625a3754423978a60c9317c58a424e3D,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3ebf48cd7586d7a4521ce59e53d9a907ebf1480f000200000000000000000028-0xba100000625a3754423978a60c9317c58a424e3D-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":114977,""base"":10747,""quote"":45.5}",0.004262,6.99
568,ethereum,balancer,VITA,0x81f8f0bb1cB2A06649E51913A151F0E7Ef6FA321,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x350196326aeaa9b98f1903fb5e8fc2686f85318c000200000000000000000084-0x81f8f0bb1cB2A06649E51913A151F0E7Ef6FA321-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":468325,""base"":459147,""quote"":73.61}",0.0009073,1.47
569,ethereum,balancer,COMP,0xc00e94Cb662C3520282E6f5717214004A7f26888,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xefaa1604e82e1b3af8430b90192c1b9e8197e377000200000000000000000021-0xc00e94Cb662C3520282E6f5717214004A7f26888-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":497296,""base"":7356,""quote"":195.9}",0.03215,52.55
570,ethereum,balancer,FTM,0x4E15361FD6b4BB609Fa63C81A2be19d873717870,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x769432a08426d25f8f99a1af16db23ce41cad784000100000000000000000304-0x4E15361FD6b4BB609Fa63C81A2be19d873717870-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":106588,""base"":237532,""quote"":42.32}",0.0003509,0.5753
571,ethereum,unknown,LQTY,0x6DEA81C8171D0bA574754EF6F8b412F2Ed88c54D,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1eA327e557d948cCC4AfaFBDDC2Ae00A89448Dc3,"{""usd"":73916,""base"":62665,""quote"":29.19}",0.0004176,0.7015
572,ethereum,sushiswap,MOONCAT,0x98968f0747E0A261532cAcC0BE296375F5c08398,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x0aa1E808bbA7CDE5210D13D23eE726de37b8a8bb,"{""usd"":50517,""base"":59.18,""quote"":19.95}",0.2985,486.74
573,klaytn,0x1a1F14ec33BF8c2e66731f46D0A706e8025b43e9,BVT,0x031272637928Bd31831857b5e522913B122D3cc2,NPT,0xE06597D02A2C3AA7a9708DE2Cfa587B128bd3815,0xB0c0F3AeB6E6f46bf6EBb1cC5F562ED0c912D426,"{""usd"":576213,""base"":3055772,""quote"":438956}",0.1435,0.1606
574,ethereum,uniswap,GOKU,0xA64dFe8D86963151E6496BEe513E366F6e42ED79,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x0cfd1aB3F175C684F907Ed3704007fCEB27727e2,"{""usd"":132182,""base"":15346320421233048,""quote"":52.21}",3.439e-15,5.768e-12
575,ethereum,uniswap,alETH,0x0100546F2cD4C9D97f798fFC9755E47865FF7Ee6,alUSD,0xBC6DA0FE9aD5f3b0d58160288917AA56653660E9,0x0d1ABD96bD5cEDa47Dc06C13Dead36eac3DCA2d2,"{""usd"":191075,""base"":82.83,""quote"":97753}",1598.6236,1589.31
576,ethereum,uniswap,GLM,0x7DD9c5Cba05E151C895FDe1CF355C9A1D5DA6429,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x0dDCdA72833E8CbC4f94c24bC7A1bAf14853e76E,"{""usd"":117853,""base"":321907,""quote"":58926}",0.2589,0.2589
577,ethereum,uniswap,TKX,0x667102BD3413bFEaa3Dffb48fa8288819E480a88,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x124aA7d564348a4E5dbcD107dA38bEe3e0C27d1a,"{""usd"":279701,""base"":22537,""quote"":139850}",6.7187,6.71
578,ethereum,uniswap,SKL,0x00c83aeCC790e8a4453e5dD3B0B4b3680501a7A7,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x12CC685eEb95D3fCDfAe0a996e214e51FA6f7548,"{""usd"":93556,""base"":3328800,""quote"":14.12}",2.384e-05,0.03861
579,ethereum,uniswap,dynETH,0x7bb1A6b19e37028B3aA5c580339c640720E35203,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x144a31D53E3AB88dE786455A4F56c1B8F5C5E1f8,"{""usd"":53490,""base"":25914,""quote"":21.13}",0.0006563,1.1
580,ethereum,uniswap,OCTO,0x7240aC91f01233BaAf8b064248E80feaA5912BA3,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x14bA9132b6d5A45AE58cAd813AE51c7429170e2A,"{""usd"":119060,""base"":52516,""quote"":45.87}",0.0008027,1.33
581,ethereum,uniswap,MTG,0x0abE60b7b5d10F7677e30bAB914ceA7511F498Eb,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x16a94fEDCE57C26c1fFf491471a6B6a55DfB83c3,"{""usd"":53767,""base"":4417933,""quote"":5.15}",8.42e-06,0.01374
582,ethereum,uniswap,USDS,0xA4Bdb11dc0a2bEC88d24A3aa1E6Bb17201112eBe,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x171fEc1a11552af56aB8825624270b624Ee5319a,"{""usd"":141328,""base"":69338,""quote"":56.37}",0.0006168,0.9974
583,ethereum,sushiswap,MODA,0x1117aC6Ad6Cdf1A3BC543baD3B133724620522d5,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1C934BC86839B5718A1BDf69880de56F65388531,"{""usd"":141105,""base"":360880,""quote"":55.72}",0.0002053,0.3338
584,ethereum,uniswap,TOS,0x409c4D8cd5d2924b9bc5509230d16a61289c8153,WTON,0xc4A11aaf6ea915Ed7Ac194161d2fC9384F15bff2,0x1c0cE9aAA0c12f53Df3B4d8d77B82D6Ad343b4E4,"{""usd"":581201,""base"":408867,""quote"":325322}",0.4745,0.8933
585,ethereum,uniswap,NUM,0x3496B523e5C00a4b4150D6721320CdDb234c3079,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x22527f92f43Dc8bEa6387CE40B87EbAa21f51Df3,"{""usd"":245235,""base"":4583584,""quote"":122617}",0.04078,0.04078
586,ethereum,uniswap,KCT,0x4c601dc69AfFb0D4Fc8dE1Ac303705e432A4A27E,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x23c3fC276133AE69F9eA497A1B8fB308170C298D,"{""usd"":65622,""base"":747047,""quote"":21.05}",3.597e-05,0.05822
587,ethereum,uniswap,HEZ,0xEEF9f339514298C6A857EfCfC1A762aF84438dEE,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x23d15EDceb5B5B3A23347Fa425846DE80a2E8e5C,"{""usd"":979391,""base"":118981,""quote"":387.6}",0.002685,4.33
588,ethereum,uniswap,INU,0x67372e5b5279044E188E1a25cA95975BB9b7a0e8,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x252b9A9aD1E85d9efF8A3e4782491F87E7109e3a,"{""usd"":5850899,""base"":2892,""quote"":2925450}",1034.7924,1034.79
589,ethereum,uniswap,XETA,0x967Fb0D760ED3ce53AfE2f0A071674cccAe73550,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x2D4D1CF6210FEE225632C9Bc3a9015E039539220,"{""usd"":440379,""base"":6177390,""quote"":220190}",0.05013,0.05013
590,ethereum,uniswap,BCDT,0xAcfa209Fb73bF3Dd5bBfb1101B9Bc999C49062a5,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x2c618Ff14c3273236Ee441cb24aa6998F266A872,"{""usd"":120583,""base"":1159273,""quote"":47.83}",3.992e-05,0.0647
591,ethereum,uniswap,CPTINU,0x7Cca2e1c9B0519f52029467914A15E782BF66971,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x30266f3af0F4317b23B9D9De28FC440b24Ae1db9,"{""usd"":144729,""base"":95103158487910,""quote"":57.23}",4.564e-13,7.382e-10
592,ethereum,uniswap,LOOT,0x721A1B990699eE9D90b6327FaaD0A3E840aE8335,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x30Feee843fcae357406CeFce0973A054286A4D75,"{""usd"":357179,""base"":299056,""quote"":143}",0.0003402,0.5533
593,ethereum,uniswap,CARD,0x954b890704693af242613edEf1B603825afcD708,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x32eCD439B57fb881eA1f5df2F8581b6fdAc0ACAc,"{""usd"":155253,""base"":53569568,""quote"":61.3}",1.228e-06,0.001989
594,ethereum,uniswap,MSC,0x673A2722e5a8f614bEAA66a2Ba73384D98424d51,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x37f46A758e752e1954B583940CD677B12fCD3900,"{""usd"":89500,""base"":816791823,""quote"":35.34}",4.232e-08,6.542e-05
595,ethereum,uniswap,SHIBA2,0xA0335820dC549dBfae5b8D691331CadfCA7026E0,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x3D71021345AeD9FFab1Efd805e58aEc9c857D525,"{""usd"":597579,""base"":74216182,""quote"":223630}",0.005872,0.005872
596,ethereum,uniswap,FTRB,0x2596825a84888E8f24b747DF29e11b5dd03C81D7,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3E3B383801169AEaB967adf459ec9196B21474d7,"{""usd"":70907,""base"":5150439,""quote"":27.83}",4.264e-06,0.006928
597,ethereum,uniswap,NU,0x4fE83213D56308330EC302a8BD641f1d0113A4Cc,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3a8afc58b70b34a0a5615d3A5FfE623cA1fA92B8,"{""usd"":50004,""base"":290430,""quote"":19.74}",0.0001012,0.1659
598,ethereum,uniswap,TOWER,0x1C9922314ED1415c95b9FD453c3818fd41867d0B,MYTH,0xBA41Ddf06B7fFD89D1267b5A93BFeF2424eb2003,0x3e1Ffd340341e9BA13a8C5EfaA29976CaC9FCa9c,"{""usd"":135210,""base"":23044708,""quote"":84729}",0.003581,0.003555
599,ethereum,uniswap,GFARM2,0x831091dA075665168E01898c6DAC004A867f1e1B,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x3f759C3F4cDba32E69dDf607E0CDCC2547061B97,"{""usd"":245765,""base"":37.32,""quote"":96.96}",4.241,6886.46
600,ethereum,uniswap,RST,0x1a76bfFD6D1FC1660e1d0E0552Fde51ddbB120CF,RIO,0xf21661D0D1d76d3ECb8e1B9F1c923DBfffAe4097,0x4502988E070f96CF3BEa50B4811Cd5844E13a81B,"{""usd"":142733,""base"":285833,""quote"":3283272}",5.0518,0.402
601,ethereum,uniswap,MONGOOSE,0xa1817B6d8D890F3943b61648992730373B71f156,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x450E653a0A125a1Dc36d3901D3CcE2e2287df0c2,"{""usd"":877710,""base"":4.184089327300011e+22,""quote"":344.5}",7.958e-21,1.301e-17
602,ethereum,uniswap,HGET,0x7968bc6a03017eA2de509AAA816F163Db0f35148,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x4D5EBb22982ffEccB7B3e42a624555Cb313285f0,"{""usd"":81802,""base"":196235,""quote"":40901}",0.2525,0.2525
603,ethereum,uniswap,GGTK,0xFA99A87b14B02e2240C79240C5a20F945ca5EF76,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4ac97Bcc1137bD1C39C1F34cfe5c250cc3CC7f59,"{""usd"":118503,""base"":2623429,""quote"":35.82}",1.945e-05,0.03238
604,ethereum,sushiswap,renBTC,0xEB4C2781e4ebA804CE9a9803C67d0893436bB27D,RAIL,0xe76C6c83af64e4C60245D8C7dE953DF673a7A33D,0x519854dD32B4f34F9a407874b0b69218465972D6,"{""usd"":56591,""base"":1.457,""quote"":62950}",29602.8802,23848.31
605,ethereum,uniswap,cDAI,0x5d3a536E4D6DbD6114cc1Ead35777bAB948E3643,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x53C0D552EA40055Aa0311AD7bbE12152b65E8f41,"{""usd"":242520,""base"":4844201,""quote"":135436}",0.02211,0.02211
606,ethereum,uniswap,pBTC35A,0xA8b12Cc90AbF65191532a12bb5394A714A46d358,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x5B1e45cA08fA4d65aA7FDcF9e116990fB7FcE73B,"{""usd"":304461,""base"":42654,""quote"":152230}",2.2921,2.29
607,ethereum,uniswap,wLITI,0x0b63128C40737B13647552e0C926bCFEccC35f93,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x5aC9eaD73344718DCA963f44aF960E04F168Bd65,"{""usd"":471344,""base"":92347018,""quote"":185.6}",2.158e-06,0.003537
608,ethereum,uniswap,MTO,0xE66b3AA360bB78468c00Bebe163630269DB3324F,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x60a6B23a7A87c5cE9E3f81c869691f784B18A704,"{""usd"":152902,""base"":3535085,""quote"":24.07}",2.231e-05,0.0365
609,ethereum,uniswap,BRIGHT,0x5dD57Da40e6866C9FcC34F4b6DDC89F1BA740DfE,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x615D40AF2c321Bd0Cd6345AE0A7FC1506a659A89,"{""usd"":80408,""base"":2341753,""quote"":10.24}",2.224e-05,0.03598
