,chainId,dexId,baseToken,baseTokenAddress,quoteToken,quoteTokenAddress,pairAddress,liquidity,priceNative,ccxt
198,bsc,0xC3187EB9AB08eB845A12dA6A93c3Ab8655c5AF80,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x7C98e8EAf41c15Ef87267400E15e6c134130e185,"{""usd"":72849.18866992282,""base"":141.95,""quote"":36425}",311.8778,309.6
199,osmosis,osmosis,WETH,ibc/EA1D43981D5C9A1C4AAEA9C23BB1D4FA126BA9BC7020A25E0AE4AA841EA25DC5,OSMO,uosmo,704,"{""usd"":12109428,""base"":4862,""quote"":8526242}",1626.8264,1570.44
200,cronos,vvsfinance,WBTC,0x062E66477Faf219F25D27dCED647BF57C3107d52,WCRO,0x5C7F8A570d578ED84E63fdFA7b1eE72dEae1AE23,0x8F09fFf247B8fDB80461E5Cf5E82dD1aE2EBd6d7,"{""usd"":2855530,""base"":85.05,""quote"":24278062}",293159.4831,22864.44
201,fantom,spookyswap,BNB,0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x956DE13EA0FA5b577E4097Be837BF4aC80005820,"{""usd"":677304.8313064141,""base"":1321.21,""quote"":1561667}",645.9313,309.6
202,bsc,babyswap,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x7C728d5842C22bCDf59a0E32e7C4CE3Fb2bC25C4,"{""usd"":704014.3562720565,""base"":20.97,""quote"":1374.57}",73.4333,22864.44
203,avalanche,traderjoe,WETH,0x8b82A291F83ca07Af22120ABa21632088fC92931,USDC.e,0xA7D7079b0FEaD91F3e65f86E8915Cb59c1a4C664,0xDb636857317c46B453d5AB400b278cF2dadC996E,"{""usd"":1177324,""base"":470.9,""quote"":588662}",1568.5175,1570.44
204,bsc,knightswap,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xC71201ccE9d64B7C33E40FbeC058fA14597862fE,"{""usd"":219897.240835194,""base"":6.55,""quote"":429.21}",73.4702,22864.44
205,bsc,0xE52cCf7B6cE4817449F2E6fA7efD7B567803E4b4,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,ORN,0xe4CA1F75ECA6214393fCE1C1b316C237664EaA8e,0x077e69289db783801B5900F680D9796D60053dEb,"{""usd"":99590.95014712894,""base"":2.97,""quote"":66166}",24792.8736,22864.44
206,bsc,0x43eBb0cb9bD53A3Ed928Dd662095aCE1cef92D19,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x18B8047DDd8b57F1C5Fd59bC57059E0C38e9fE09,"{""usd"":100130.16501539119,""base"":195.24,""quote"":50065}",311.2615,309.6
207,bsc,nomiswap,LINK,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD,USDC,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0xE7b2D08e7CD3270Df7FF804786F444434ff7E1F6,"{""usd"":61420.38556680414,""base"":5466.17,""quote"":30710}",6.9615,6.948
208,bsc,mdex,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,USDT,0x55d398326f99059fF775485246999027B3197955,0xda28Eb7ABa389C1Ea226A420bCE04Cb565Aafb85,"{""usd"":2216555.1862662286,""base"":65.86,""quote"":1108278}",22876.9438,22864.44
209,moonbeam,beamswap,BNB,0xc9BAA8cfdDe8E328787E29b4B078abf2DaDc2055,BUSD,0xA649325Aa7C5093d12D6F98EB4378deAe68CE23F,0x34A1F4AB3548A92C6B32cd778Eed310FcD9A340D,"{""usd"":174031,""base"":339.5,""quote"":87015}",310.9861,309.6
210,arbitrum,swapr,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x403b1405d8caFFC1CC5032cC82AA135d2481d0Cf,"{""usd"":115313.244766,""base"":46.15,""quote"":57657}",1563.345,1570.44
211,avalanche,traderjoe,BUSD,0x9C9e5fD8bbc25984B178FdCE6117Defa39d2db39,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0xf57971383560715CcCF94E0C639125Ae0e955e60,"{""usd"":120379,""base"":59736,""quote"":5180}",0.05112,1.0001
212,cronos,candycity,WBTC,0x062E66477Faf219F25D27dCED647BF57C3107d52,WCRO,0x5C7F8A570d578ED84E63fdFA7b1eE72dEae1AE23,0x6C2b0cdB80DB4214E775a89125493c0f232d5891,"{""usd"":61680,""base"":1.83,""quote"":522190}",293478.8469,22864.44
213,sxnetwork,sharkswap,WMATIC,0xfa6F64DFbad14e6883321C2f756f5B22fF658f9C,WSX,0xaa99bE3356a11eE92c3f099BD7a038399633566f,0x9e3a12f8d2ABc3e9c2814B59130bAFCBA876cEc7,"{""usd"":303918,""base"":193212,""quote"":1253933}",9.0875,1.0862
214,bsc,0xC7a506ab3ac668EAb6bF9eCf971433D6CFeF05D9,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x60D4AC045908485FF3C21527708B34Ba41cfaeC8,"{""usd"":72710.18717622216,""base"":141.75,""quote"":36355}",311.6884,309.6
215,fantom,spiritswap,CRV,0x1E4F97b9f9F913c46F1632781732927B9019C68b,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x374C8ACb146407Ef0AE8F82BaAFcF8f4EC1708CF,"{""usd"":66410.50037529643,""base"":62747,""quote"":153425}",2.0962,1.01
216,bsc,0xB9fA84912FF2383a617d8b433E926Adf0Dd3FEa1,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0xB35513a130Ce5BcFf1154D055B21368c8822C00d,"{""usd"":154284.93433843044,""base"":300.82,""quote"":77142}",310.0993,309.6
217,polygon,sushiswap,AVAX,0x2C89bbc92BD86F8075d1DEcc58C7F4E0107f286b,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x1274De0DE2e9D9b1d0E06313c0E5EdD01CC335eF,"{""usd"":66274.81239628252,""base"":2867.65,""quote"":26.5}",0.01247,19.49
218,cronos,croswap,WBTC,0x062E66477Faf219F25D27dCED647BF57C3107d52,USDC,0xc21223249CA28397B4B6541dfFaEcC539BfF0c59,0xD3619A0DC331B545cAc23FE648c251827054B55e,"{""usd"":65051,""base"":1.933,""quote"":32525}",22664.324,22864.44
219,milkomedacardano,muesliswap,ETH,0xE3F5a90F9cb311505cd691a46596599aA1A0AD7D,WADA,0xAE83571000aF4499798d1e3b0fA0070EB3A3E3F9,0xCb5d209493569545668aEfCd8020a22050800Ab7,"{""usd"":62344,""base"":24.92,""quote"":115280}",4200.3533,1570.44
220,gnosischain,swapr,CRV,0x712b3d230F3C1c19db860d80619288b1F0BDd0Bd,GNO,0x9C58BAcC331c9aa871AFD802DB6379a98e80CEdb,0xFeDBA8b0Ccf72Ba983e5b7b5B4EE5Bc525bae339,"{""usd"":146333,""base"":137436,""quote"":851.1}",0.00898,1.01
221,bsc,0x267c07A9e658cC9c6190D4cbAF26C5c8260e5eE1,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,USDT,0x55d398326f99059fF775485246999027B3197955,0x332bC1642fA4E7876AfFE940b166469Ee37E86bB,"{""usd"":132301.64105390344,""base"":52.87,""quote"":66151}",1564.2993,1570.44
222,arbitrum,camelot,WBTC,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x96059759C6492fb4e8a9777b65f307F2C811a34F,"{""usd"":326531.0816321471,""base"":9.73,""quote"":130.93}",14.5046,22864.44
223,arbitrum,0xD99c21C96103F36BC1FA26DD6448af4DA030c1EF,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0xb77a493A4950cAd1b049E222d62BCE14fF423c6F,"{""usd"":1150776.580888,""base"":460.79,""quote"":575388}",1573.601,1570.44
224,avalanchedfk,defikingdoms,AVAX,0xB57B60DeBDB0b8172bb6316a9164bd3C695F133a,WJEWEL,0xCCb93dABD71c8Dad03Fc4CE5559dC3D89F67a260,0xF3EabeD6Bd905e0FcD68FC3dBCd6e3A4aEE55E98,"{""usd"":511591,""base"":21979,""quote"":1344095}",71.2752,19.49
225,osmosis,osmosis,WBTC,ibc/D1542AA8762DB13087D8364F3EA6509FD6F009A34F00426AF9E4F9FA85CBBF1F,OSMO,uosmo,712,"{""usd"":9814284,""base"":293.1,""quote"":6918564}",23687.755,22864.44
226,arbitrumnova,0xf6239423FcF1c19ED2791D9648A90836074242Fd,WETH,0x722E8BdD2ce80A4422E880164f2079488e115365,USDC,0x750ba8b76187092B0D1E87E28daaf484d1b5273b,0xdBA61558A49c0A836A4106502cFbe5870DAD1743,"{""usd"":206810,""base"":83.18,""quote"":103405}",1565.0439,1570.44
227,boba,0x06350499760aa3ea20FEd2837321a84a92417f39,WETH,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,USDT,0x5DE1677344D3Cb0D7D465c10b72A8f60699C062d,0x434D9D0a7Ff9F95c733b0F7Fe27205252f9f91d8,"{""usd"":151100,""base"":59.81,""quote"":75133}",1559.6304,1570.44
228,boba,oolongswap,WETH,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,USDT,0x5DE1677344D3Cb0D7D465c10b72A8f60699C062d,0x232130D2802c283eb870586cAB8eE49F8Ea0B181,"{""usd"":80018,""base"":31.48,""quote"":40009}",1560.8354,1570.44
229,polygon,balancer,CRV,0x172370d5Cd63279eFa6d502DAB29171933a610AF,TEL,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0xfa73e062497b0cbd5012385a08d9616ca5bd9ee900020000000000000000047b-0x172370d5Cd63279eFa6d502DAB29171933a610AF-0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,"{""usd"":121979,""base"":45653,""quote"":50555615}",456.191,1.01
230,ethereum,sushiswap,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xCEfF51756c56CeFFCA006cD410B03FFC46dd3a58,"{""usd"":14297314,""base"":426.1,""quote"":5723}",14.5424,22864.44
231,bsc,bakeryswap,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xa50b9c5DB61C855D5939aa1a66B26Df77745809b,"{""usd"":156239.11627347802,""base"":62.62,""quote"":304.77}",5.0581,1570.44
232,avalanche,pangolin,BUSD,0x9C9e5fD8bbc25984B178FdCE6117Defa39d2db39,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0x4Dd92aA3e4eEA528d32371e7f9D78cA4a16f0Ad9,"{""usd"":139335,""base"":69672,""quote"":6027}",0.05115,1.0001
233,ethereum,balancer,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x96646936b91d6b9d7d0c47c496afbf3d6ec7b6f8000200000000000000000019-0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":2097087,""base"":837.7,""quote"":1048543}",1564.0726,1570.44
234,ethereum,pancakeswap,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x4AB6702B3Ed3877e9b1f203f90cbEF13d663B0e8,"{""usd"":3954809,""base"":117.6,""quote"":1583}",14.4804,22864.44
235,ethereum,verse,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x6E1fbeeABA87BAe1100d95f8340dc27aD7C8427b,"{""usd"":249172,""base"":99.58,""quote"":124586}",1568.7781,1570.44
236,bsc,0x79C342FddBBF376cA6B4EFAc7aaA457D6063F8Cb,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xc0256bD8155A53e832fe79459327aE114Edd8Fc9,"{""usd"":120933.11659530722,""base"":235.84,""quote"":60467}",310.808,309.6
237,arbitrum,balancer,WBTC,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x64541216bafffeec8ea535bb71fbc927831d0595000100000000000000000002-0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f-0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,"{""usd"":1816121,""base"":54.09,""quote"":728.1}",14.5269,22864.44
238,celo,ubeswap,WBTC,0xBAAB46E28388d2779e6E31Fd00cF0e5Ad95E327B,mCUSD,0x918146359264C492BD6934071c6Bd31C854EDBc3,0x0448E99ab5f8230713a9f5D7E64eC2aB6e5952a3,"{""usd"":85786.95426266249,""base"":2.57,""quote"":42893}",23087.7568,22864.44
239,bsc,knightswap,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x0ddF35e107b6014B5577e87e3BBCECa74df3e09A,"{""usd"":169442.10207531258,""base"":70.04,""quote"":340.69}",5.0417,1570.44
240,bsc,0x1c3E50DBBCd05831c3A695d45D2b5bCD691AD8D8,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x84Fe65e20c1Bb96F7c6f317c09de85Ba99114B73,"{""usd"":161940.6106252881,""base"":316.25,""quote"":80970}",310.6114,309.6
241,moonbeam,stellaswap,WETH,0xab3f0245B83feB11d15AAffeFD7AD465a59817eD,WGLMR,0xAcc15dC74880C9944775448304B263D191c6077F,0x8577273FB3B72306F3A59E26ab77116f5D428DAa,"{""usd"":3351211,""base"":1340,""quote"":5276379}",3570.9607,1570.44
242,fantom,spookyswap,LINK,0xb3654dc3D10Ea7645f8319668E8F54d2574FBdC8,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x89d9bC2F2d091CfBFc31e333D6Dc555dDBc2fd29,"{""usd"":1366549.9626162543,""base"":121127,""quote"":3147333}",14.5407,6.948
243,dogechain,yodeswap,BUSD,0x332730a4F6E03D9C55829435f10360E13cfA41Ff,USDC,0x765277EebeCA2e31912C9946eAe1021199B39C61,0xe180b62C4CF96112e7999200EF9275F83F7E3088,"{""usd"":141853,""base"":70469,""quote"":70927}",0.9994,1.0001
244,celo,uniswap,WETH,0x66803FB87aBd4aaC3cbB3fAd7C3aa01f6F3FB207,CELO,0x471EcE3750Da237f93B8E339c536989b8978a438,0xd88D5F9E6c10E6FebC9296A454f6C2589b1E8fAE,"{""usd"":52605.14752527747,""base"":10.5,""quote"":53987}",2218.0559,1570.44
245,bsc,0x738B815eaDD06E0041b52B0C9d4F0d0D277B24bA,UNI,0xBf5140A22578168FD562DCcF235E5D43A02ce9B1,USDT,0x55d398326f99059fF775485246999027B3197955,0x3BDC723F97CA80262c0D3620076b0E9d0Ef2B6dA,"{""usd"":169125.9651082683,""base"":15875,""quote"":84563}",6.5132,6.479
246,arbitrum,swapfish,WBTC,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xf7C6FFA90E8f240481234fb3fe9E8F60df74ED87,"{""usd"":1356283.9152901848,""base"":40.34,""quote"":543.02}",14.5004,22864.44
247,optimism,uniswap,LINK,0x350a791Bfc2C21F9Ed5d10980Dad2e2638ffa7f6,ETH,0x4200000000000000000000000000000000000006,0x19EA026886cbB7A900EcB2458636d72b5CaE223B,"{""usd"":164405,""base"":24448,""quote"":21.1}",0.004395,6.948
248,optimism,uniswap,UNI,0x6fd9d7AD17242c41f7131d257212c54A0e816691,ETH,0x4200000000000000000000000000000000000006,0xAD4c666fC170B468B19988959eb931a3676f0e9F,"{""usd"":245073,""base"":34222,""quote"":49.76}",0.004141,6.479
249,avalanche,traderjoe,CRV,0x47536F17F4fF30e64A96a7555826b8f9e66ec468,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0x78dA10824F4029Adfb79669c4bd4F1962d08a0Bb,"{""usd"":148585,""base"":137746,""quote"":6337}",0.05112,1.01
250,bsc,planetfinance,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x4c4f18da91063F1c34a9396B2d97e95b163F2b0c,"{""usd"":255650.7129234156,""base"":7.6,""quote"":498.99}",73.1462,22864.44
251,polygon,balancer,AVAX,0x2C89bbc92BD86F8075d1DEcc58C7F4E0107f286b,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x7c9cf12d783821d5c63d8e9427af5c44bad92445000100000000000000000051-0x2C89bbc92BD86F8075d1DEcc58C7F4E0107f286b-0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,"{""usd"":64968,""base"":2797,""quote"":25.89}",0.01254,19.49
252,aurora,polaris,WETH,0xC9BdeEd33CD01541e1eeD10f90519d2C06Fe3feB,USDC.e,0xB12BFcA5A55806AaF64E99521918A4bf0fC40802,0x9cd44e44e8a61bc7dc34b04c762a3c0137a3707c000200000000000000000002-0xB12BFcA5A55806AaF64E99521918A4bf0fC40802-0xC9BdeEd33CD01541e1eeD10f90519d2C06Fe3feB,"{""usd"":137911,""base"":55.32,""quote"":68955}",1569.4629,1570.44
253,telos,0x411172Dfcd5f68307656A1ff35520841C2F7fAec,ETH,0xfA9343C3897324496A05fC75abeD6bAC29f8A40f,WTLOS,0xD102cE6A4dB07D247fcc28F366A623Df0938CA9E,0xCfd8505E3c79D777AF2CA3B5507B64480645f516,"{""usd"":361836,""base"":146.7,""quote"":1552694}",10719.2099,1570.44
254,conflux,swappi,BNB,0x94bd7A37d2cE24cC597E158fACaa8d601083ffeC,WCFX,0x14b2D3bC65e74DAE1030EAFd8ac30c533c976A9b,0x8A61e6cd8eEb564FF66459a2614cE98177F48Ca9,"{""usd"":128652,""base"":250.8,""quote"":2851597}",5677.063,309.6
255,bsc,pancakeswap,UNI,0x73b3B1b2cACAB92963144277458E2E9851517022,USDT,0x55d398326f99059fF775485246999027B3197955,0x17397bB571918906A175C148Bc7A7c8A90FC9f65,"{""usd"":663259.1763918926,""base"":777070,""quote"":331630}",0.373,6.479
256,bsc,pandora,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xac84ff369F5615bd70152b2B286e2B4591E889E9,"{""usd"":210878.73615473162,""base"":411.68,""quote"":105439}",310.7544,309.6
257,polygon,balancer,UNI,0xb33EaAd8d922B1083446DC23f610c2567fB5180f,TEL,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,0x77215a7e8a8d427d25660414788d2c58dd56898900020000000000000000047c-0xb33EaAd8d922B1083446DC23f610c2567fB5180f-0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,"{""usd"":155580,""base"":5833,""quote"":64440515}",2956.6583,6.479
258,polygon,uniswap,CRV,0x172370d5Cd63279eFa6d502DAB29171933a610AF,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x4D05f2A005e6F36633778416764E82d1D12E7fbb,"{""usd"":196256,""base"":251669,""quote"":80547}",0.9259,1.01
259,arbitrum,traderjoe,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x7eC3717f70894F6d9BA0be00774610394Ce006eE,"{""usd"":404157,""base"":110.4,""quote"":266287}",1567.4771,1570.44
260,heco,mdex,BNB,0x4F99d10e16972FF2FE315EEe53A95FC5A5870CE3,WHT,0x5545153CCFcA01fbd7Dd11C0b23ba694D9509A6F,0x76BD054865C8B43d3433B51B29C7fC87F88BB1d2,"{""usd"":103436.86342858117,""base"":200.36,""quote"":11397}",61.4806,309.6
261,arbitrum,uniswap,LINK,0xf97f4df75117a78c1A5a0DBb814Af92458539FB4,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x468b88941e7Cc0B88c1869d68ab6b570bCEF62Ff,"{""usd"":915180,""base"":134841,""quote"":126.44}",0.004439,6.948
262,avalanche,pangolin,ETH,0xf20d962a6c8f70c731bd838a3a388D7d48fA6e15,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0x1aCf1583bEBdCA21C8025E172D8E8f2817343d65,"{""usd"":110046,""base"":42.44,""quote"":4662}",97.2218,1570.44
263,energi,energiswap,ETH,0x78B050d981d7f6E019Bf6E361D0d1167de6B19dA,WNRG,0xA55F26319462355474A9F2c8790860776a329aA4,0xb8477E82CbFB664B465979A7819b7F640880277c,"{""usd"":53274,""base"":23.58,""quote"":142362}",7364.9666,1570.44
264,cronos,croswap,WETH,0xe44Fd7fCb2b1581822D0c862B68222998a0c299a,USDC,0xc21223249CA28397B4B6541dfFaEcC539BfF0c59,0x41D9171Ca989C16dB8243D340c0A486408Ab28B1,"{""usd"":52167,""base"":20.81,""quote"":26084}",1564.9081,1570.44
265,cronos,cronaswap,WBTC,0x062E66477Faf219F25D27dCED647BF57C3107d52,WETH,0xe44Fd7fCb2b1581822D0c862B68222998a0c299a,0x285a569EDD6210a0410883d2E29471A6B0c7790d,"{""usd"":171974,""base"":5.185,""quote"":69.44}",14.4572,22864.44
266,gnosischain,swapr,WBTC,0x8e5bBbb09Ed1ebdE8674Cda39A0c169401db4252,WETH,0x6A023CCd1ff6F2045C3309768eAd9E68F978f6e1,0xf6Be7AD58F4BAA454666b0027839a01BcD721Ac3,"{""usd"":189442,""base"":5.642,""quote"":75.87}",14.5674,22864.44
267,ethereum,sushiswap,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDafd66636E2561b0284EDdE37e42d192F2844D40,"{""usd"":204554,""base"":19204,""quote"":81.87}",0.004157,6.479
268,arbitrum,camelot,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x84652bb2539513BAf36e225c930Fdd8eaa63CE27,"{""usd"":2820659.368292,""base"":1129.26,""quote"":1410330}",1560.7036,1570.44
269,ethereum,shibaswap,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x86cccdA3799A43fBCeB4cEc6Ad8b028f5bF8B3dD,"{""usd"":255593,""base"":7.598,""quote"":102}",14.5646,22864.44
270,bsc,0x71539D09D3890195dDa87A6198B98B75211b72F3,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x5724868E5438A2C96C9B7E5b61e767750B3E7507,"{""usd"":724971.1143526238,""base"":290.22,""quote"":1415.73}",5.0362,1570.44
271,bsc,babydogeswap,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x75762a2122E368218Fc35b1E4cB83961C33461C8,"{""usd"":1538045.8000417382,""base"":45.83,""quote"":2999.45}",73.5068,22864.44
272,syscoin,pegasys,ETH,0x7C598c96D02398d89FbCb9d41Eab3DF0C16F227D,WSYS,0xd3e822f3ef011Ca5f17D82C956D952D8d7C3A1BB,0x1cF22F868D15d4Eed8EddFA8c9C0b88C24B3e0b0,"{""usd"":94171,""base"":37.83,""quote"":463787}",9573.17,1570.44
273,bsc,babydogeswap,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xdB81B16D052c4553bEa9d7F25691E42990B021DB,"{""usd"":1634221.1612536358,""base"":652.02,""quote"":3170.6}",5.0546,1570.44
274,dogechain,yodeswap,BNB,0xA649325Aa7C5093d12D6F98EB4378deAe68CE23F,BUSD,0x332730a4F6E03D9C55829435f10360E13cfA41Ff,0xF4887cEf251E6BAfed9478f115B92aebA81d88F7,"{""usd"":50999,""base"":98.82,""quote"":25500}",310.0952,309.6
275,polygon,sushiswap,CRV,0x172370d5Cd63279eFa6d502DAB29171933a610AF,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x396E655C309676cAF0acf4607a868e0CDed876dB,"{""usd"":224107.41579870525,""base"":210160,""quote"":89.63}",0.0006394,1.01
276,syscoin,pegasys,WBTC,0xc9BAA8cfdDe8E328787E29b4B078abf2DaDc2055,WSYS,0xd3e822f3ef011Ca5f17D82C956D952D8d7C3A1BB,0xB881304fCd792062732Da050828f74D285BbF078,"{""usd"":73215,""base"":2.229,""quote"":360584}",136469.816,22864.44
277,ethereum,balancer,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6df50e37a6aefb9024a7284ef1c9e1e8e7c4f7b80001000000000000000002e7-0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":284802,""base"":26697,""quote"":114}",0.004116,6.479
278,bsc,0x1c3E50DBBCd05831c3A695d45D2b5bCD691AD8D8,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x47d941611Ac667CB7eaC2a2e1fd5848C8C15Bfd8,"{""usd"":94778.8890173502,""base"":37.87,""quote"":47389}",1567.213,1570.44
279,arbitrum,oreoswap,WBTC,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x4eB977551E6F8A3A585c130F6E2A15e4080d7456,"{""usd"":130874.05774593912,""base"":3.9,""quote"":52.46}",14.5098,22864.44
280,moonbeam,stellaswap,WBTC,0xE57eBd2d67B462E9926e04a8e33f01cD0D64346D,WGLMR,0xAcc15dC74880C9944775448304B263D191c6077F,0xf8f5E8B9Ee84664695B14862212D8092E16331F6,"{""usd"":3518759,""base"":104.6,""quote"":5540178}",51883.9558,22864.44
281,fantom,beethovenx,BNB,0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x0e41768de15cccc1715fe8aefb6f948349427c140001000000000000000005b9-0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83-0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454,"{""usd"":98241,""base"":230.5,""quote"":181612}",644.6468,309.6
