,chainId,dexId,baseToken,baseTokenAddress,quoteToken,quoteTokenAddress,pairAddress,liquidity,priceNative,priceUsd,ccxt,ccxt_ticker
10,arbitrum,sushiswap,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x905dfCD5649217c42684f23958568e533C711Aa3,"{""usd"":22442812.61182,""base"":8981.39,""quote"":11221406}",1580.5728,1580.57,1588.4,ETH
11,optimism,velodrome,ETH,0x4200000000000000000000000000000000000006,USDC,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x79c912FEF520be002c2B6e57EC4324e260f38E50,"{""usd"":1888699.477658,""base"":756.88,""quote"":944350}",1587.7869,1587.26,1588.4,ETH
12,polygon,uniswap,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xeEF1A9507B3D505f0062f2be9453981255b503c8,"{""usd"":701812,""base"":20.96,""quote"":350243}",23075.8102,23075.81,23110.84,BTC
13,heco,mdex,ETH,0x64FF637fB478863B7468bc97D30a5bF3A428a1fD,WHT,0x5545153CCFcA01fbd7Dd11C0b23ba694D9509A6F,0x53E458aD1CFEB9582736db6BdE9aF89948e3bc3d,"{""usd"":106904.90554717075,""base"":42.83,""quote"":11821}",307.8096,1588.37,1588.4,ETH
14,arbitrum,kyberswap,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x26333Db71B82e2DF33d1C11158470B73E3d27072,"{""usd"":431811.81057,""base"":130.79,""quote"":215906}",1588.9528,1588.95,1588.4,ETH
15,polygon,quickswap,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x479e1B71A702a595e19b6d5932CD5c863ab57ee0,"{""usd"":4110875.6477007563,""base"":699.72,""quote"":2652089}",1422.133,1586.01,1588.4,ETH
16,bsc,pancakeswap,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x61EB789d75A95CAa3fF50ed7E47b96c132fEc082,"{""usd"":49690197.76681817,""base"":1479.81,""quote"":97020}",73.8571,23073.91,23110.84,BTC
17,polygon,quickswap,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,miMATIC,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,0x4183DB4a5A1A3612B17459BA4e072aa59F302E89,"{""usd"":191362.48701789218,""base"":7.37,""quote"":95681}",23281.2051,23281.2,23110.84,BTC
18,bsc,0x71539D09D3890195dDa87A6198B98B75211b72F3,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xdC8a61ED63671fD7FeFB392bA4b35935fB27cd77,"{""usd"":316883.0944437139,""base"":618.86,""quote"":158466}",311.513,311.51,312.7,BNB
19,aptos,aux,WETH,0xcc8a89c8dce9693d354449f1f73e60e14e347417854f029db5bc8e7454008abb::coin::T,USDC,0x5e156f1207d0ebfa19a9eeff00d62a282278fb8719f4fab3a586a0a2c0fffbea::coin::T,aux-0xcc8a89c8dce9693d354449f1f73e60e14e347417854f029db5bc8e7454008abb-coin-t-0x5e156f1207d0ebfa19a9eeff00d62a282278fb8719f4fab3a586a0a2c0fffbea-coin-t,"{""usd"":4467255,""base"":1789,""quote"":2233628}",1589.3753,1589.37,1588.4,ETH
20,bsc,biswap,MATIC,0xCC42724C6683B7E57334c4E856f4c9965ED682bD,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x3B09e13Ca9189FBD6a196cfE5FbD477C885afBf3,"{""usd"":1335221.3544413468,""base"":860149,""quote"":2607.13}",0.003571,1.11,1.11,MATIC
21,astar,arthswap,WETH,0x81ECac0D6Be0550A00FF064a4f9dd2400585FE9c,WASTR,0xAeaaf0e2c81Af264101B9129C00F4440cCF0F720,0x87988EbDE7E661F44eB3a586C5E0cEAB533a2d9C,"{""usd"":1065452,""base"":430.1,""quote"":13518145}",27740.2315,1590.05,1588.4,ETH
22,bsc,apeswap,MATIC,0xCC42724C6683B7E57334c4E856f4c9965ED682bD,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x29A4A3D77c010CE100A45831BF7e798f0f0B325D,"{""usd"":272376.8408561702,""base"":175169,""quote"":531.57}",0.003568,1.11,1.11,MATIC
23,fantom,beethovenx,MATIC,0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3,BNB,0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454,0xf941ea85b73fd24a615e9ee17eb42946981ed4ee0001000000000000000005e9-0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3-0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454,"{""usd"":59904,""base"":38135,""quote"":116.6}",0.003544,1.1,1.11,MATIC
24,ethereum,balancer,MATIC,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa02e4b3d18d4e6b8d18ac421fbc3dfff8933c40a00020000000000000000004b-0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":65284,""base"":41946,""quote"":26.14}",0.0006922,1.09,1.11,MATIC
25,ethereum,balancer,CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x769432a08426d25f8f99a1af16db23ce41cad784000100000000000000000304-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2-0xD533a949740bb3306d119CC777fa900bA034cd52,"{""usd"":104569,""base"":97741,""quote"":41.97}",0.0006383,1.0,1.02,CRV
26,bsc,0x738B815eaDD06E0041b52B0C9d4F0d0D277B24bA,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,DAO,0xc096332CAacF00319703558988aD03eC6586e704,0x37924e3D522f936422587c7a03EB7773583258cd,"{""usd"":140940.81312285396,""base"":4.16,""quote"":63687}",20722.125,23112.23,23110.84,BTC
27,ethereum,defiswap,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x60A26d69263eF43e9a68964bA141263F19D71D51,"{""usd"":114831,""base"":45.88,""quote"":57416}",1588.6113,1588.61,1588.4,ETH
28,ethereum,0xBAe5dc9B19004883d0377419FeF3c2C8832d7d7B,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x6B0cc136F7BABd971B5dECd21690BE65718990E2,"{""usd"":95992,""base"":38.37,""quote"":47996}",1584.2182,1584.21,1588.4,ETH
29,arbitrum,balancer,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x64541216bafffeec8ea535bb71fbc927831d0595000100000000000000000002-0x82aF49447D8a07e3bd95BD0d56f35241523fBab1-0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,"{""usd"":1818398,""base"":728.1,""quote"":909199}",1589.5403,1589.54,1588.4,ETH
30,bsc,mdex,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0x09CB618bf5eF305FadfD2C8fc0C26EeCf8c6D5fd,"{""usd"":8888769.964323493,""base"":17352,""quote"":4444385}",313.1383,313.13,312.7,BNB
31,arbitrum,uniswap,WBTC,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x2f5e87C9312fa29aed5c179E456625D79015299c,"{""usd"":2004095,""base"":78.99,""quote"":543.7}",14.5176,23043.21,23110.84,BTC
32,bsc,nomiswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0xe2Bbf54Dc0ccDD0Cf6270f2aF2f62FF79903Bb27,"{""usd"":1600203.7045841264,""base"":3127.02,""quote"":800102}",312.3522,312.35,312.7,BNB
33,polygon,uniswap,LINK,0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x3e31AB7f37c048FC6574189135D108df80F0ea26,"{""usd"":541129,""base"":81380,""quote"":69.47}",0.004418,7.01,6.988,LINK
34,polygon,kyberswap,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x50FEEdF7fB2F511112287091819F21eb0F3Ce498,"{""usd"":114242.281172,""base"":346809,""quote"":57121}",1.1168,1.11,1.11,MATIC
35,fantom,spookyswap,MATIC,0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7051C6F0C1F1437498505521a3bD949654923fE1,"{""usd"":274132.8052586336,""base"":175510,""quote"":630648}",2.2471,1.13,1.11,MATIC
36,gnosischain,swapr,WETH,0x6A023CCd1ff6F2045C3309768eAd9E68F978f6e1,WXDAI,0xe91D153E0b41518A2Ce8Dd3D7944Fa863463a97d,0x1865d5445010E0baf8Be2eB410d3Eae4A68683c2,"{""usd"":2623850,""base"":1052,""quote"":1314651}",1590.7725,1595.01,1588.4,ETH
37,bsc,0x3265CdE5843e02E35c45C4b9352d3C1c4a542Ff4,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0xe2266166B8d1b0961A908E1276e7FeA9e7D64b56,"{""usd"":66630.94581997277,""base"":130.01,""quote"":33315}",311.913,311.91,312.7,BNB
38,bsc,safemoonswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x8ebac098F23bd1951715Ecba4F21f06cFa61D9f9,"{""usd"":50583.43300111011,""base"":98.44,""quote"":25292}",312.3893,312.38,312.7,BNB
39,bsc,apeswap,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,FRUIT,0xaDd14CA8E026c4555933D12b568b1310968503a2,0x154c7293b0a705aA5723e698514514CBB5a19238,"{""usd"":64882.881273720435,""base"":25.51,""quote"":1027627}",98501.9019,1579.5,1588.4,ETH
40,bsc,pancakeswap,WMATIC,0xc836d8dC361E44DbE64c4862D55BA041F88Ddd39,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xfE76f3B2161103A59B92a0f9Ffdae7CadC2a6d8C,"{""usd"":1418337.4952956182,""base"":912635,""quote"":709169}",1.1165,1.11,1.11,MATIC
41,bsc,swych,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x180847F66b604cFeDec47C7105762bE0C0123d66,"{""usd"":894785.463649938,""base"":1748.27,""quote"":447393}",312.8467,312.84,312.7,BNB
42,moonriver,solarbeam,ETH,0x639A647fbe20b6c8ac19E48E2de44ea792c62c5C,WMOVR,0x98878B06940aE243284CA214f92Bb71a2b032B8A,0x0d171b55fC8d3BDDF17E376FdB2d90485f900888,"{""usd"":584613,""base"":234.1,""quote"":46925}",186.5952,1587.14,1588.4,ETH
43,bsc,bakeryswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x559e3D9611E9cB8a77c11335Bdac49621382188B,"{""usd"":127056.18126622087,""base"":248.16,""quote"":63528}",311.8264,311.82,312.7,BNB
44,polygon,0x54F454D747e037Da288dB568D4121117EAb34e79,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,FRAX,0x45c32fA6DF82ead1e2EF74d17b76547EDdFaFF89,0xA964b92C690f0B8efad5B46a278A84bD0EF8AC01,"{""usd"":866434.9575369622,""base"":556886,""quote"":433217}",1.1149,1.11,1.11,MATIC
45,ethereum,uniswap,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd3d2E2692501A5c9Ca623199D38826e513033a17,"{""usd"":9137218,""base"":859501,""quote"":3658}",0.004143,6.59,6.592,UNI
46,bsc,0xC2D8d27F3196D9989aBf366230a47384010440c0,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,BETH,0x250632378E573c6Be1AC2f97Fcdf00515d0Aa91B,0x4eB3A271A42Bfa2d47fFD5947f503067ed6093cF,"{""usd"":116056.42901118346,""base"":45.64,""quote"":47.26}",1.0173,1578.7,1588.4,ETH
47,bsc,0x2c34577F8c582Ec919DCe9f5E94Cf1e83A814A1a,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x59344dCB5c1478865fc9CC16F7195C0FD876DcDC,"{""usd"":102895.89140828473,""base"":197.15,""quote"":51448}",309.4801,309.48,312.7,BNB
48,bsc,pancakeswap,LINK,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x824eb9faDFb377394430d2744fa7C42916DE3eCe,"{""usd"":8137085.94433468,""base"":725585,""quote"":15883}",0.02245,7.01,6.988,LINK
49,ethereum,uniswap,LINK,0x514910771AF9Ca656af840dff83E8264EcF986CA,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa6Cc3C2531FdaA6Ae1A3CA84c2855806728693e8,"{""usd"":18560729,""base"":2360675,""quote"":4256}",0.004405,7.0,6.988,LINK
50,bsc,sushiswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0x2905817b020fD35D9d09672946362b62766f0d69,"{""usd"":52828.72476871162,""base"":103.07,""quote"":26414}",311.559,311.55,312.7,BNB
51,fantom,spookyswap,CRV,0x1E4F97b9f9F913c46F1632781732927B9019C68b,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xB471Ac6eF617e952b84C6a9fF5de65A9da96C93B,"{""usd"":596381.9009342251,""base"":560064,""quote"":1373636}",2.082,1.04,1.02,CRV
52,fantom,sushiswap,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x3d0BD54c48C2C433ea6fed609Cc3d5Fb7A77622B,"{""usd"":225747.11767606455,""base"":90.4,""quote"":521148}",3134.5829,1566.21,1588.4,ETH
53,ethereum,shibaswap,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x703b120F15Ab77B986a24c6f9262364d02f9432f,"{""usd"":490892,""base"":196.4,""quote"":245446}",1590.792,1590.79,1588.4,ETH
54,cronos,mmfinance,WETH,0xe44Fd7fCb2b1581822D0c862B68222998a0c299a,WCRO,0x5C7F8A570d578ED84E63fdFA7b1eE72dEae1AE23,0x019d9479606FBDd4aCB16488e0aAE49E4684322b,"{""usd"":326073,""base"":130.7,""quote"":2778754}",20087.4806,1589.57,1588.4,ETH
55,cronos,vvsfinance,WETH,0xe44Fd7fCb2b1581822D0c862B68222998a0c299a,USDC,0xc21223249CA28397B4B6541dfFaEcC539BfF0c59,0xfd0Cd0C651569D1e2e3c768AC0FFDAB3C8F4844f,"{""usd"":60582,""base"":24.2,""quote"":30291}",1584.4286,1584.42,1588.4,ETH
56,metis,hermesprotocol,WETH,0x420000000000000000000000000000000000000A,m.USDC,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,0xEfFEC28996aAff6D55B6D108a46446d45C3a2E71,"{""usd"":527795,""base"":212,""quote"":263898}",1587.814,1587.81,1588.4,ETH
57,polygon,balancer,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x0297e37f1873d2dab4487aa67cd56b58e2f27875000100000000000000000002-0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270-0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,"{""usd"":1242752,""base"":497.9,""quote"":800515}",1424.8858,1589.47,1588.4,ETH
58,godwoken,yokaiswap,ETH,0x9E858A7aAEDf9FDB1026Ab1f77f627be2791e98A,YOK,0x885fb612947ccF1C7611894Bd828D388b046fc24,0xBCBc8F5261397A34C83264F81E3df790bEBD8eeB,"{""usd"":140899,""base"":57.5,""quote"":27712004}",443783.664,1568.52,1588.4,ETH
59,bsc,babydogeswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0x2C3d4c9966A466ed6BC434aFba8EA3C96EE35c86,"{""usd"":2776607.5378611693,""base"":5416.65,""quote"":1388304}",312.3399,312.33,312.7,BNB
60,polygon,dfyn,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xC0ab47B79bC66F98e5C9eE5FF386a7150D3F4174,"{""usd"":64216.271202,""base"":1.91,""quote"":32108}",22992.0197,22992.01,23110.84,BTC
61,polygon,balancer,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x03cd191f589d12b0582a99808cf19851e468e6b500010000000000000000000a-0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6-0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,"{""usd"":769290,""base"":22.88,""quote"":384538}",23053.2804,23053.28,23110.84,BTC
62,arbitrum,0x8374A74A728f06bEa6B7259C68AA7BBB732bfeaD,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,FRAX,0x17FC002b466eEc40DaE837Fc4bE5c67993ddBd6F,0x0BB5A573886bbcecf18590b6Cb59E980FAC7d278,"{""usd"":1016641.5213289598,""base"":406.21,""quote"":508321}",1593.0327,1593.03,1588.4,ETH
63,polygon,dfyn,WMATIC,0x4c28f48448720e9000907BC2611F73022fdcE1fA,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x4f5dF10B9991482bCD2DB19DAE1FD0e0184397c2,"{""usd"":255081.371596,""base"":164158,""quote"":127541}",1.1158,1.11,1.11,MATIC
64,bsc,biswap,LINK,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x16Fe21c91c426E603977b1C6EcD59Fc510a518C2,"{""usd"":1972873.834127104,""base"":176076,""quote"":3854.77}",0.02243,7.01,6.988,LINK
65,bsc,mdex,UNI,0xBf5140A22578168FD562DCcF235E5D43A02ce9B1,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x72F1d53B2E4bDE565fE54AF13697857e71193dDf,"{""usd"":1126750.6823921744,""base"":105964,""quote"":563375}",6.5423,6.54,6.592,UNI
66,velas,wagyuswap,ETH,0x85219708c49aa701871Ad330A94EA0f41dFf24Ca,WVLX,0xc579D1f3CF86749E05CD06f7ADe17856c2CE3126,0x7c3F1eA99770aa23Fe1b19097c93BB0cF34C8351,"{""usd"":193732,""base"":78.29,""quote"":4611152}",54111.0695,1589.99,1588.4,ETH
67,celo,sushiswap,WETH,0x122013fd7dF1C6F636a5bb8f03108E876548b455,cUSD,0x765DE816845861e75A25fCA122bb6898B8B1282a,0x93887e0fA9F6C375b2765a6fE885593F16f077f9,"{""usd"":97627.94211684809,""base"":39.17,""quote"":48814}",1587.5065,1587.5,1588.4,ETH
68,fantom,beethovenx,LINK,0xb3654dc3D10Ea7645f8319668E8F54d2574FBdC8,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xdf02adb3cd587da89af29e58de70b840e49490250001000000000000000005b8-0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83-0xb3654dc3D10Ea7645f8319668E8F54d2574FBdC8,"{""usd"":64656,""base"":5543,""quote"":141797}",14.1809,7.14,6.988,LINK
69,fantom,beethovenx,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,BUSD,0xC931f61B1534EB21D8c11B24f3f5Ab2471d4aB50,0x9368872291fcc35095fa5ea7c5b1179cf717749f0001000000000000000005ef-0x74b23882a30290451A17c44f4F05243b6b58C76d-0xC931f61B1534EB21D8c11B24f3f5Ab2471d4aB50,"{""usd"":75803,""base"":19.91,""quote"":50609}",0.0,0.0,1588.4,ETH
70,optimism,beethovenx,WETH,0x4200000000000000000000000000000000000006,USDC,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x39965c9dab5448482cf7e002f583c812ceb53046000100000000000000000003-0x4200000000000000000000000000000000000006-0x7F5c764cBc14f9669B88837ca1490cCa17c31607,"{""usd"":51759,""base"":27.71,""quote"":17262}",1570.9602,1570.96,1588.4,ETH
71,fantom,beethovenx,CRV,0x1E4F97b9f9F913c46F1632781732927B9019C68b,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0xdf02adb3cd587da89af29e58de70b840e49490250001000000000000000005b8-0x1E4F97b9f9F913c46F1632781732927B9019C68b-0x74b23882a30290451A17c44f4F05243b6b58C76d,"{""usd"":102436,""base"":59056,""quote"":56.71}",0.0006481,1.05,1.02,CRV
72,aurora,polaris,WBTC,0xF4eB217Ba2454613b15dBdea6e5f22276410e89e,USDC.e,0xB12BFcA5A55806AaF64E99521918A4bf0fC40802,0xb3a04902b78fbe61185b766866193630db4db8a300020000000000000000000d-0xB12BFcA5A55806AaF64E99521918A4bf0fC40802-0xF4eB217Ba2454613b15dBdea6e5f22276410e89e,"{""usd"":114016,""base"":3.411,""quote"":57008}",23014.9233,23014.92,23110.84,BTC
73,boba,oolongswap,AVAX,0xfA9343C3897324496A05fC75abeD6bAC29f8A40f,WETH,0xDeadDeAddeAddEAddeadDEaDDEAdDeaDDeAD0000,0x0e971c131BBb7347016fB24FC4B3F93f894f3E61,"{""usd"":86684,""base"":3688,""quote"":34.06}",0.01248,19.56,19.97,AVAX
74,elastos,glidefinance,ETH,0x802c3e839E4fDb10aF583E3E759239ec7703501e,WELA,0x517E9e5d46C1EA8aB6f78677d6114Ef47F71f6c4,0xa86883c2405f4557D2242Df47b220C54d0D611e4,"{""usd"":84157.14512162741,""base"":33.8,""quote"":51152}",1623.6759,1605.38,1588.4,ETH
75,polygon,apeswap,BNB,0xA649325Aa7C5093d12D6F98EB4378deAe68CE23F,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x0359001070cF696D5993E0697335157a6f7dB289,"{""usd"":396412.1433696997,""base"":774.82,""quote"":255531}",280.5585,312.68,312.7,BNB
76,ethereum,balancer,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,COMP,0xc00e94Cb662C3520282E6f5717214004A7f26888,0x344818b9b4cfec947fe8ccbea65b3605585c2c71000100000000000000000404-0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599-0xc00e94Cb662C3520282E6f5717214004A7f26888,"{""usd"":342651,""base"":13.42,""quote"":3379}",441.6036,22815.22,23110.84,BTC
77,ethereum,0x5FA0060FcfEa35B31F7A5f6025F0fF399b98Edf1,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x6855859BeA41A682707c4Aa98424A734515da111,"{""usd"":64259,""base"":25.49,""quote"":32130}",1612.8626,1612.86,1588.4,ETH
