,chainId,dexId,baseToken,baseTokenAddress,quoteToken,quoteTokenAddress,pairAddress,liquidity,priceNative,priceUsd,ccxt,ccxt_ticker
135,ethereum,balancer,MATIC,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa02e4b3d18d4e6b8d18ac421fbc3dfff8933c40a00020000000000000000004b-0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":65284,""base"":41946,""quote"":26.14}",0.0007317,1.2,1.1989,MATIC
136,ethereum,balancer,CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x769432a08426d25f8f99a1af16db23ce41cad784000100000000000000000304-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2-0xD533a949740bb3306d119CC777fa900bA034cd52,"{""usd"":104569,""base"":97741,""quote"":41.97}",0.0006461,1.05,1.047,CRV
139,ethereum,balancer,MKR,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xaac98ee71d4f8a156b6abaa6844cdb7789d086ce00020000000000000000001b-0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":302877,""base"":348,""quote"":97.13}",0.4299,703.34,695.0,MKR
141,ethereum,uniswap,EURT,0xC581b735A1688071A1746c968e0798D642EDE491,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x07f3D316630719F4Fc69c152F397c150f0831071,"{""usd"":90772,""base"":34109,""quote"":54791}",1.0845,1.08,1.0792,EUR
149,bsc,0x738B815eaDD06E0041b52B0C9d4F0d0D277B24bA,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,DAO,0xc096332CAacF00319703558988aD03eC6586e704,0x37924e3D522f936422587c7a03EB7773583258cd,"{""usd"":140940.81312285396,""base"":4.16,""quote"":63687}",19191.4499,22896.08,22905.43,BTC
171,ethereum,uniswap,RLC,0x607F4C5BB672230e8672085532f7e901544a7375,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x56Ea002B411FD5887E55329852D5777EcB170713,"{""usd"":510228,""base"":445265,""quote"":0.6011}",0.001247,2.02,1.999,RLC
174,ethereum,defiswap,COMP,0xc00e94Cb662C3520282E6f5717214004A7f26888,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x59F7a66a2fBCaf203ceE71359B51142238f85B78,"{""usd"":55462,""base"":840,""quote"":22.16}",0.03184,51.94,52.31,COMP
178,ethereum,uniswap,BLZ,0x5732046A883704404F284Ce41FfADd5b007FD668,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5fa9569B0Ed6Aa01e234468e6A15B77988b950dF,"{""usd"":319733,""base"":3037580,""quote"":159866}",0.09428,0.09428,0.0935,BLZ
179,ethereum,defiswap,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x60A26d69263eF43e9a68964bA141263F19D71D51,"{""usd"":114831,""base"":45.88,""quote"":57416}",1625.4797,1625.47,1627.34,ETH
180,ethereum,uniswap,ankrETH,0xE95A203B1a91a908F9B9CE46459d101078c2c3cb,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6147805e1011417B93e5D693424a62A70d09d0E5,"{""usd"":124489,""base"":48.13,""quote"":49.8}",1.0501,1753.2,1627.34,ETH
184,ethereum,0xBAe5dc9B19004883d0377419FeF3c2C8832d7d7B,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x6B0cc136F7BABd971B5dECd21690BE65718990E2,"{""usd"":95992,""base"":38.37,""quote"":47996}",1630.7113,1630.71,1627.34,ETH
188,ethereum,sushiswap,KEY,0x4CC19356f2D37338b9802aa8E8fc58B0373296E7,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x75e66d062a2a8BE5c99d71db11d72aB3B82bA8b3,"{""usd"":2155800,""base"":0.3701,""quote"":1722}",2.736e-06,0.004549,0.003965,KEY
189,ethereum,0x0388C1E0f210AbAe597B7DE712B9510C6C36C857,TOMOE,0x05D3606d5c81EB9b7B18530995eC9B29da05FaBa,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7885e359a085372EbCF1ed6829402f149D02c600,"{""usd"":136882,""base"":253036,""quote"":54.8}",0.0002623,0.4246,0.434,TOMO
194,arbitrum,balancer,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x64541216bafffeec8ea535bb71fbc927831d0595000100000000000000000002-0x82aF49447D8a07e3bd95BD0d56f35241523fBab1-0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,"{""usd"":1818398,""base"":728.1,""quote"":909199}",1625.2611,1625.26,1627.34,ETH
197,polygon,kyberswap,stMATIC,0x3A58a54C066FdC0f2D55FC9C89F0415C92eBf3C4,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xa40CAc1B04D7491BDFb42ccAC97dff25e0EFB09e,"{""usd"":520778.59501,""base"":564389,""quote"":260389}",1.2682,1.26,1.1989,MATIC
199,bsc,mdex,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0x09CB618bf5eF305FadfD2C8fc0C26EeCf8c6D5fd,"{""usd"":8888769.964323493,""base"":17352,""quote"":4444385}",324.6546,324.65,325.9,BNB
200,bsc,pancakeswap,XRP,0x1D2F0da169ceB9fC7B3144628dB156f3F6c60dBE,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x03F18135c44C64ebFdCBad8297fe5bDafdBbdd86,"{""usd"":6772369.336072084,""base"":10126293,""quote"":13223}",0.001225,0.3988,0.3998,XRP
215,arbitrum,uniswap,WBTC,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x2f5e87C9312fa29aed5c179E456625D79015299c,"{""usd"":2004095,""base"":78.99,""quote"":543.7}",14.0567,22880.08,22905.43,BTC
216,bsc,nomiswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0xe2Bbf54Dc0ccDD0Cf6270f2aF2f62FF79903Bb27,"{""usd"":1600203.7045841264,""base"":3127.02,""quote"":800102}",325.3468,325.34,325.9,BNB
217,aptos,aux,SOL,0xdd89c0e695df0692205912fb69fc290418bed0dbe6e4573d744a6d5e6bab6c13::coin::T,USDC,0x5e156f1207d0ebfa19a9eeff00d62a282278fb8719f4fab3a586a0a2c0fffbea::coin::T,aux-0xdd89c0e695df0692205912fb69fc290418bed0dbe6e4573d744a6d5e6bab6c13-coin-t-0x5e156f1207d0ebfa19a9eeff00d62a282278fb8719f4fab3a586a0a2c0fffbea-coin-t,"{""usd"":1446248,""base"":55071,""quote"":723124}",23.3916,23.39,23.39,SOL
226,polygon,uniswap,LINK,0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x3e31AB7f37c048FC6574189135D108df80F0ea26,"{""usd"":541129,""base"":81380,""quote"":69.47}",0.004267,6.94,6.971,LINK
227,polygon,kyberswap,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x50FEEdF7fB2F511112287091819F21eb0F3Ce498,"{""usd"":114242.281172,""base"":346809,""quote"":57121}",1.1933,1.19,1.1989,MATIC
231,fantom,spookyswap,MATIC,0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7051C6F0C1F1437498505521a3bD949654923fE1,"{""usd"":274132.8052586336,""base"":175510,""quote"":630648}",2.1334,1.19,1.1989,MATIC
234,gnosischain,swapr,WETH,0x6A023CCd1ff6F2045C3309768eAd9E68F978f6e1,WXDAI,0xe91D153E0b41518A2Ce8Dd3D7944Fa863463a97d,0x1865d5445010E0baf8Be2eB410d3Eae4A68683c2,"{""usd"":2623850,""base"":1052,""quote"":1314651}",1632.8896,1638.7,1627.34,ETH
236,polygon,uniswap,SAND,0xBbba073C31bF03b8ACf7c28EF0738DeCF3695683,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xDe92E7fBe021344BA02D9225792d219d3A2dDd58,"{""usd"":85328,""base"":142129,""quote"":34080}",0.6033,0.7227,0.725,SAND
243,bsc,pancakeswap,ADA,0x3EE2200Efb3400fAbB9AacF31297cBdD1d435D47,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xBA51D1AB95756ca4eaB8737eCD450cd8F05384cF,"{""usd"":593487.7204736511,""base"":1093536,""quote"":1159.06}",0.00121,0.3939,0.3929,ADA
245,bsc,0x3265CdE5843e02E35c45C4b9352d3C1c4a542Ff4,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0xe2266166B8d1b0961A908E1276e7FeA9e7D64b56,"{""usd"":66630.94581997277,""base"":130.01,""quote"":33315}",337.7143,337.71,325.9,BNB
246,optimism,uniswap,vFTM,0x2dB8d2DB86cA3a4C7040E778244451776570359B,vUSD,0xC84Da6c8ec7A57cD10B939E79eaF9d2D17834E04,0xAeC0Bf409BB28eFe308108D400034650C4d9eC75,"{""usd"":390779,""base"":897311,""quote"":196219}",0.5638,0.5638,0.5618,FTM
247,avalanche,traderjoe,BTC.b,0x152b9d0FdC40C096757F570A51E494bd4b943E50,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0x2fD81391E30805Cc7F2Ec827013ce86dc591B806,"{""usd"":1647602,""base"":49.09,""quote"":71478}",1141.5334,22825.82,22905.43,BTC
249,osmosis,osmosis,stATOM,ibc/C140AFD542AE77BD7DCC83F13FDD8C5E5BB8C4929785E6EC2F4C636F98F17901,ATOM,ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2,803,"{""usd"":7883634,""base"":378565,""quote"":394677}",1.0568,15.29,14.458,ATOM
251,ethereum,uniswap,TRX,0xE1Be5D3f34e89dE342Ee97E6e90D405884dA6c67,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7c8699ECb6d16010F91372f6F3103Fe5aac78810,"{""usd"":439157,""base"":4279759,""quote"":175.3}",3.86e-05,0.06314,0.06359,TRX
260,ethereum,uniswap,NMR,0x1776e1F26f98b1A5dF9cD347953a26dd3Cb46671,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xB784CED6994c928170B417BBd052A096c6fB17E2,"{""usd"":88779,""base"":3496,""quote"":35.45}",0.0131,21.41,21.26,NMR
278,ethereum,uniswap,RENA,0x56de8BC61346321D4F2211e3aC3c0A7F00dB9b76,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xbC2C5392b0B841832bEC8b9C30747BADdA7b70ca,"{""usd"":553776,""base"":4225188,""quote"":221.1}",5.488e-05,0.0898,0.101188,REN
304,bsc,safemoonswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x8ebac098F23bd1951715Ecba4F21f06cFa61D9f9,"{""usd"":50583.43300111011,""base"":98.44,""quote"":25292}",326.1231,326.12,325.9,BNB
322,bsc,apeswap,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,FRUIT,0xaDd14CA8E026c4555933D12b568b1310968503a2,0x154c7293b0a705aA5723e698514514CBB5a19238,"{""usd"":64882.881273720435,""base"":25.51,""quote"":1027627}",140253.8669,1628.61,1627.34,ETH
328,bsc,pancakeswap,WMATIC,0xc836d8dC361E44DbE64c4862D55BA041F88Ddd39,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xfE76f3B2161103A59B92a0f9Ffdae7CadC2a6d8C,"{""usd"":1418337.4952956182,""base"":912635,""quote"":709169}",1.201,1.2,1.1989,MATIC
331,fantom,spiritswap,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,miMATIC,0xfB98B335551a418cD0737375a2ea0ded62Ea213b,0x51Eb93ECfEFFbB2f6fE6106c4491B5a0B944E8bd,"{""usd"":153656.928633096,""base"":352547,""quote"":76828}",0.5678,0.5678,0.5618,FTM
335,optimism,kyberswap,wstETH,0x1F32b1c2345538c0c6f582fCB022739c4A194Ebb,USDC,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x5fC53f707C7aAcD460A1cD564C06e0F07610fCb7,"{""usd"":540358.679008,""base"":163.44,""quote"":270179}",1797.51,1797.57,1627.34,ETH
337,bsc,swych,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x180847F66b604cFeDec47C7105762bE0C0123d66,"{""usd"":894785.463649938,""base"":1748.27,""quote"":447393}",326.281,326.28,325.9,BNB
338,bsc,pancakeswap,CHR,0xf9CeC8d50f6c8ad3Fb6dcCEC577e05aA32B224FE,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x6045931E511EF7e53A4A817F971e0CA28c758809,"{""usd"":1108503.081220409,""base"":5010950,""quote"":554252}",0.1653,0.1653,0.1656,CHR
340,optimism,uniswap,vDOGE,0x8711ac690984BAdC42e7AbE71f351b5Ac2a2Ad0d,vUSD,0xC84Da6c8ec7A57cD10B939E79eaF9d2D17834E04,0x7a5D3DA4658e9315E7d385b8A25D92Cece6e6fab,"{""usd"":274773,""base"":2296466,""quote"":111512}",0.09165,0.09165,0.09201,DOGE
341,moonriver,solarbeam,ETH,0x639A647fbe20b6c8ac19E48E2de44ea792c62c5C,WMOVR,0x98878B06940aE243284CA214f92Bb71a2b032B8A,0x0d171b55fC8d3BDDF17E376FdB2d90485f900888,"{""usd"":584613,""base"":234.1,""quote"":46925}",182.719,1638.02,1627.34,ETH
344,bsc,bakeryswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x559e3D9611E9cB8a77c11335Bdac49621382188B,"{""usd"":127056.18126622087,""base"":248.16,""quote"":63528}",326.2063,326.2,325.9,BNB
346,fantom,wigoswap,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,DAI,0x8D11eC38a3EB5E956B052f67Da8Bdc9bef8Abf3E,0x280F2F0cC01B2fd1b10d830b5deAf2343a78D3D5,"{""usd"":91939.74030737035,""base"":212304,""quote"":45970}",0.5602,0.5602,0.5618,FTM
354,polygon,0x54F454D747e037Da288dB568D4121117EAb34e79,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,FRAX,0x45c32fA6DF82ead1e2EF74d17b76547EDdFaFF89,0xA964b92C690f0B8efad5B46a278A84bD0EF8AC01,"{""usd"":866434.9575369622,""base"":556886,""quote"":433217}",1.1952,1.19,1.1989,MATIC
355,klaytn,defikingdoms,oWBTC,0x16D0e1fBD024c600Ca0380A4C5D57Ee7a2eCBf9c,JEWEL,0x30C103f8f5A3A732DFe2dCE1Cc9446f545527b43,0x7828926761e7a6E1f9532914A282bf6631EA3C81,"{""usd"":861416,""base"":25.6,""quote"":2206967}",83920.3461,22733.22,22905.43,BTC
356,ethereum,uniswap,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xd3d2E2692501A5c9Ca623199D38826e513033a17,"{""usd"":9137218,""base"":859501,""quote"":3658}",0.004204,6.83,6.834,UNI
367,bsc,0xC2D8d27F3196D9989aBf366230a47384010440c0,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,BETH,0x250632378E573c6Be1AC2f97Fcdf00515d0Aa91B,0x4eB3A271A42Bfa2d47fFD5947f503067ed6093cF,"{""usd"":116056.42901118346,""base"":45.64,""quote"":47.26}",1.0203,1630.3,1627.34,ETH
370,bsc,0x2c34577F8c582Ec919DCe9f5E94Cf1e83A814A1a,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x59344dCB5c1478865fc9CC16F7195C0FD876DcDC,"{""usd"":102895.89140828473,""base"":197.15,""quote"":51448}",324.0243,324.02,325.9,BNB
376,bsc,pancakeswap,DREP,0xEC583f25A049CC145dA9A256CDbE9B6201a705Ff,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x6897f79c32bcDa6FFde84e5b0C96665224C14Dc4,"{""usd"":103757.01645329065,""base"":166688,""quote"":51879}",0.3759,0.3759,0.3726,DREP
389,bsc,pancakeswap,LINK,0xF8A0BF9cF54Bb92F17374d9e9A321E6a111a51bD,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x824eb9faDFb377394430d2744fa7C42916DE3eCe,"{""usd"":8137085.94433468,""base"":725585,""quote"":15883}",0.02141,6.97,6.971,LINK
393,ethereum,uniswap,LINK,0x514910771AF9Ca656af840dff83E8264EcF986CA,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa6Cc3C2531FdaA6Ae1A3CA84c2855806728693e8,"{""usd"":18560729,""base"":2360675,""quote"":4256}",0.004282,6.95,6.971,LINK
395,arbitrum,sushiswap,SUSHI,0xd4d42F0b6DEF4CE0383636770eF773390d85c61A,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x3221022e37029923aCe4235D812273C5A42C322d,"{""usd"":234544.161391368,""base"":119786,""quote"":93.86}",0.0008774,1.42,1.431,SUSHI
397,bsc,sushiswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0x2905817b020fD35D9d09672946362b62766f0d69,"{""usd"":52828.72476871162,""base"":103.07,""quote"":26414}",324.4221,324.42,325.9,BNB
399,bsc,nomiswap,DOGE,0xbA2aE424d960c26247Dd6c32edC70B295c744C43,USDT,0x55d398326f99059fF775485246999027B3197955,0xDCbc1D9D48016b8d5F3B0F9045Eb3B72F38E6B93,"{""usd"":730778.1340671115,""base"":5147909,""quote"":365389}",0.09179,0.09179,0.09201,DOGE
400,fantom,morpheusswap,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xD095675C684452825e61804dA7d6CEccB613AFe8,"{""usd"":62471.63249,""base"":144209,""quote"":31236}",0.5621,0.5621,0.5618,FTM
402,fantom,spookyswap,CRV,0x1E4F97b9f9F913c46F1632781732927B9019C68b,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xB471Ac6eF617e952b84C6a9fF5de65A9da96C93B,"{""usd"":596381.9009342251,""base"":560064,""quote"":1373636}",1.857,1.04,1.047,CRV
406,avalanche,traderjoe,WETH.e,0x49D5c2BdFfac6CE2BFdB6640F4F80f226bc10bAB,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,0x5851E2d6396bcc26FB9eEE21effbF99e0d2B2148,"{""usd"":217559,""base"":112.2,""quote"":77669}",1627.3277,1627.32,1627.34,ETH
407,avalanche,pangolin,WETH.e,0x49D5c2BdFfac6CE2BFdB6640F4F80f226bc10bAB,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,0x7c05d54fc5CB6e4Ad87c6f5db3b807C94bB89c52,"{""usd"":1490161,""base"":597,""quote"":64566}",81.2931,1624.14,1627.34,ETH
408,fantom,sushiswap,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x3d0BD54c48C2C433ea6fed609Cc3d5Fb7A77622B,"{""usd"":225747.11767606455,""base"":90.4,""quote"":521148}",2909.2024,1632.13,1627.34,ETH
410,ethereum,shibaswap,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x703b120F15Ab77B986a24c6f9262364d02f9432f,"{""usd"":490892,""base"":196.4,""quote"":245446}",1631.1226,1631.12,1627.34,ETH
413,avalanche,pangolin,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,USDT.e,0xc7198437980c041c805A1EDcbA50c1Ce5db95118,0xe28984e1EE8D431346D32BeC9Ec800Efb643eef4,"{""usd"":1727811,""base"":74895,""quote"":863906}",19.9691,19.96,20.03,AVAX
437,cronos,mmfinance,WETH,0xe44Fd7fCb2b1581822D0c862B68222998a0c299a,WCRO,0x5C7F8A570d578ED84E63fdFA7b1eE72dEae1AE23,0x019d9479606FBDd4aCB16488e0aAE49E4684322b,"{""usd"":326073,""base"":130.7,""quote"":2778754}",20111.5341,1630.73,1627.34,ETH
445,cronos,vvsfinance,WETH,0xe44Fd7fCb2b1581822D0c862B68222998a0c299a,USDC,0xc21223249CA28397B4B6541dfFaEcC539BfF0c59,0xfd0Cd0C651569D1e2e3c768AC0FFDAB3C8F4844f,"{""usd"":60582,""base"":24.2,""quote"":30291}",1624.0737,1624.07,1627.34,ETH
446,metis,hermesprotocol,WETH,0x420000000000000000000000000000000000000A,m.USDC,0xEA32A96608495e54156Ae48931A7c20f0dcc1a21,0xEfFEC28996aAff6D55B6D108a46446d45C3a2E71,"{""usd"":527795,""base"":212,""quote"":263898}",1628.4121,1628.41,1627.34,ETH
447,ethereum,uniswap,PAXG,0x45804880De22913dAFE09f4980848ECE6EcbAf78,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x9C4Fe5FFD9A9fC5678cFBd93Aa2D4FD684b67C4C,"{""usd"":7223349,""base"":1959,""quote"":2891}",1.1424,1855.92,1862.0,PAXG
449,bsc,biswap,FTM,0xAD29AbB318791D579433D831ed122aFeAf29dcfe,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x7bfCd2bda87fd2312A946BD9b68f5Acc6E21595a,"{""usd"":390631.7218667436,""base"":901575,""quote"":762.86}",0.001725,0.5615,0.5618,FTM
451,polygon,balancer,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x0297e37f1873d2dab4487aa67cd56b58e2f27875000100000000000000000002-0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270-0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,"{""usd"":1242752,""base"":497.9,""quote"":800515}",1355.2216,1625.45,1627.34,ETH
455,godwoken,yokaiswap,ETH,0x9E858A7aAEDf9FDB1026Ab1f77f627be2791e98A,YOK,0x885fb612947ccF1C7611894Bd828D388b046fc24,0xBCBc8F5261397A34C83264F81E3df790bEBD8eeB,"{""usd"":140899,""base"":57.5,""quote"":27712004}",484575.1864,1665.31,1627.34,ETH
456,wanchain,wanswap,wanXRP,0xf665E0e3E75D16466345E1129530ec28839EfaEa,WWAN,0xdabD997aE5E4799BE47d6E69D9431615CBa28f48,0x2A272a37C999A36Dc10100f8A4B7C3937C174A0D,"{""usd"":453082,""base"":675063,""quote"":1374354}",1.8473,0.3973,0.3998,XRP
457,ethereum,uniswap,SOL,0xD31a59c85aE9D8edEFeC411D448f90841571b89c,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x127452F3f9cDc0389b0Bf59ce6131aA3Bd763598,"{""usd"":457351,""base"":29529,""quote"":58.8}",0.01415,22.98,23.39,SOL
460,bsc,babydogeswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0x2C3d4c9966A466ed6BC434aFba8EA3C96EE35c86,"{""usd"":2776607.5378611693,""base"":5416.65,""quote"":1388304}",324.7386,324.73,325.9,BNB
463,fantom,tombswap,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x8C853ce1561A2c2cD2E857670e3cCd04BA4cB27b,"{""usd"":1260192.386848,""base"":2910014,""quote"":630096}",0.5634,0.5634,0.5618,FTM
464,fantom,spookyswap,SUSHI,0xae75A438b2E0cB8Bb01Ec1E1e376De11D44477CC,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xf84E313B36E86315af7a06ff26C8b20e9EB443C3,"{""usd"":339291.9022083479,""base"":173185,""quote"":781398}",2.5444,1.42,1.431,SUSHI
475,polygon,0xc2544A32872A91F4A553b404C6950e89De901fdb,IQ,0xB9638272aD6998708de56BBC0A290a1dE534a578,FRAX,0x45c32fA6DF82ead1e2EF74d17b76547EDdFaFF89,0x1B238BDB3ae538Fc8201aA1475bFFc216e3B374f,"{""usd"":227084.9701908327,""base"":26154937,""quote"":113542}",0.006537,0.006537,0.00659,IQ
478,polygon,dfyn,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xC0ab47B79bC66F98e5C9eE5FF386a7150D3F4174,"{""usd"":64216.271202,""base"":1.91,""quote"":32108}",22855.9554,22855.95,22905.43,BTC
479,polygon,balancer,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x03cd191f589d12b0582a99808cf19851e468e6b500010000000000000000000a-0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6-0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,"{""usd"":769290,""base"":22.88,""quote"":384538}",22887.1942,22887.19,22905.43,BTC
480,arbitrum,0x8374A74A728f06bEa6B7259C68AA7BBB732bfeaD,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,FRAX,0x17FC002b466eEc40DaE837Fc4bE5c67993ddBd6F,0x0BB5A573886bbcecf18590b6Cb59E980FAC7d278,"{""usd"":1016641.5213289598,""base"":406.21,""quote"":508321}",1630.6926,1630.69,1627.34,ETH
483,arbitrum,sushiswap,lqETH,0x73700aeCfC4621E112304B6eDC5BA9e36D7743D3,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0xB6a0ad0f714352830467725e619ea23E2C488f37,"{""usd"":635887.7332621957,""base"":256.41,""quote"":254.41}",0.9947,1629.81,1627.34,ETH
485,polygon,quickswap,BUSD,0xA8D394fE7380b8cE6145d5f85E6aC22d4E91ACDe,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x7A602815908E1615393148a7880A7Fc9e57949aE,"{""usd"":2004085.997764,""base"":1004114,""quote"":1002043}",0.995,0.995,0.9998,BUSD
